[["1:1","Ἀποκάλυψις","N- ----NSF-","ἀποκάλυψις"],
["2:2","ἔργα","N- ----APN-","ἔργον"],
["2:2","σου,","RP ----GS--","σύ"],
["2:2","καὶ","C- --------","καί"],
["2:2","τὸν","RA ----ASM-","ὁ"],
["2:2","⸀κόπον","N- ----ASM-","κόπος"],
["2:2","καὶ","C- --------","καί"],
["2:2","τὴν","RA ----ASF-","ὁ"],
["2:2","ὑπομονήν","N- ----ASF-","ὑπομονή"],
["2:2","σου,","RP ----GS--","σύ"],
["2:2","καὶ","C- --------","καί"],
["2:2","ὅτι","C- --------","ὅτι"],
["2:2","οὐ","D- --------","οὐ"],
["2:2","δύνῃ","V- 2PMI-S--","δύναμαι"],
["2:2","βαστάσαι","V- -AAN----","βαστάζω"],
["2:2","κακούς,","A- ----APM-","κακός"],
["2:2","καὶ","C- --------","καί"],
["2:2","ἐπείρασας","V- 2AAI-S--","πειράζω"],
["2:2","τοὺς","RA ----APM-","ὁ"],
["2:2","λέγοντας","V- -PAPAPM-","λέγω"],
["2:2","ἑαυτοὺς","RP ----APM-","ἑαυτοῦ"],
["2:2","⸀ἀποστόλους,","N- ----APM-","ἀπόστολος"],
["2:2","καὶ","C- --------","καί"],
["2:2","οὐκ","D- --------","οὐ"],
["2:2","εἰσίν,","V- 3PAI-P--","εἰμί"],
["2:2","καὶ","C- --------","καί"],
["2:2","εὗρες","V- 2AAI-S--","εὑρίσκω"],
["2:2","αὐτοὺς","RP ----APM-","αὐτός"],
["2:2","ψευδεῖς·","A- ----APM-","ψευδής"],
["2:3","καὶ","C- --------","καί"],
["2:3","ὑπομονὴν","N- ----ASF-","ὑπομονή"],
["2:3","ἔχεις,","V- 2PAI-S--","ἔχω"],
["2:3","καὶ","C- --------","καί"],
["2:3","ἐβάστασας","V- 2AAI-S--","βαστάζω"],
["2:3","διὰ","P- --------","διά"],
["2:3","τὸ","RA ----ASN-","ὁ"],
["2:3","ὄνομά","N- ----ASN-","ὄνομα"],
["2:3","μου,","RP ----GS--","ἐγώ"],
["2:3","καὶ","C- --------","καί"],
["2:3","⸂οὐ","D- --------","οὐ"],
["2:3","κεκοπίακες⸃.","V- 2XAI-S--","κοπιάω"],
["2:4","ἀλλὰ","C- --------","ἀλλά"],
["2:4","ἔχω","V- 1PAI-S--","ἔχω"],
["2:4","κατὰ","P- --------","κατά"],
["2:4","σοῦ","RP ----GS--","σύ"],
["2:4","ὅτι","C- --------","ὅτι"],
["2:4","τὴν","RA ----ASF-","ὁ"],
["2:4","ἀγάπην","N- ----ASF-","ἀγάπη"],
["2:4","σου","RP ----GS--","σύ"],
["2:4","τὴν","RA ----ASF-","ὁ"],
["2:4","πρώτην","A- ----ASF-","πρῶτος"],
["2:4","ἀφῆκες.","V- 2AAI-S--","ἀφίημι"],
["2:5","μνημόνευε","V- 2PAD-S--","μνημονεύω"],
["2:5","οὖν","C- --------","οὖν"],
["2:5","πόθεν","D- --------","πόθεν"],
["2:5","⸀πέπτωκας,","V- 2XAI-S--","πίπτω"],
["2:5","καὶ","C- --------","καί"],
["2:5","μετανόησον","V- 2AAD-S--","μετανοέω"],
["2:5","καὶ","C- --------","καί"],
["2:5","τὰ","RA ----APN-","ὁ"],
["2:5","πρῶτα","A- ----APN-","πρῶτος"],
["2:5","ἔργα","N- ----APN-","ἔργον"],
["2:5","ποίησον·","V- 2AAD-S--","ποιέω"],
["2:5","εἰ","C- --------","εἰ"],
["2:5","δὲ","C- --------","δέ"],
["2:5","μή,","D- --------","μή"],
["2:5","ἔρχομαί","V- 1PMI-S--","ἔρχομαι"],
["2:5","⸀σοι,","RP ----DS--","σύ"],
["2:5","καὶ","C- --------","καί"],
["2:5","κινήσω","V- 1FAI-S--","κινέω"],
["2:5","τὴν","RA ----ASF-","ὁ"],
["2:5","λυχνίαν","N- ----ASF-","λυχνία"],
["2:5","σου","RP ----GS--","σύ"],
["2:5","ἐκ","P- --------","ἐκ"],
["2:5","τοῦ","RA ----GSM-","ὁ"],
["2:5","τόπου","N- ----GSM-","τόπος"],
["2:5","αὐτῆς,","RP ----GSF-","αὐτός"],
["2:5","ἐὰν","C- --------","ἐάν"],
["2:5","μὴ","D- --------","μή"],
["2:5","μετανοήσῃς.","V- 2AAS-S--","μετανοέω"],
["2:6","ἀλλὰ","C- --------","ἀλλά"],
["2:6","τοῦτο","RD ----ASN-","οὗτος"],
["2:6","ἔχεις","V- 2PAI-S--","ἔχω"],
["2:6","ὅτι","D- --------","ὅτι"],
["2:6","μισεῖς","V- 2PAI-S--","μισέω"],
["2:6","τὰ","RA ----APN-","ὁ"],
["2:6","ἔργα","N- ----APN-","ἔργον"],
["2:6","τῶν","RA ----GPM-","ὁ"],
["2:6","Νικολαϊτῶν,","N- ----GPM-","Νικολαΐτης"],
["2:6","ἃ","RR ----APN-","ὅς"],
["2:6","κἀγὼ","RP ----NS--","κἀγώ"],
["2:6","μισῶ.","V- 1PAI-S--","μισέω"],
["2:7","ὁ","RA ----NSM-","ὁ"],
["2:7","ἔχων","V- -PAPNSM-","ἔχω"],
["2:7","οὖς","N- ----ASN-","οὖς"],
["2:7","ἀκουσάτω","V- 3AAD-S--","ἀκούω"],
["2:7","τί","RI ----ASN-","τίς"],
["2:7","τὸ","RA ----NSN-","ὁ"],
["2:7","πνεῦμα","N- ----NSN-","πνεῦμα"],
["2:7","λέγει","V- 3PAI-S--","λέγω"],
["2:7","ταῖς","RA ----DPF-","ὁ"],
["2:7","ἐκκλησίαις.","N- ----DPF-","ἐκκλησία"],
["2:7","τῷ","RA ----DSM-","ὁ"],
["2:7","νικῶντι","V- -PAPDSM-","νικάω"],
["2:7","δώσω","V- 1FAI-S--","δίδωμι"],
["2:7","αὐτῷ","RP ----DSM-","αὐτός"],
["2:7","φαγεῖν","V- -AAN----","ἐσθίω"],
["2:7","ἐκ","P- --------","ἐκ"],
["2:7","τοῦ","RA ----GSN-","ὁ"],
["2:7","ξύλου","N- ----GSN-","ξύλον"],
["2:7","τῆς","RA ----GSF-","ὁ"],
["2:7","ζωῆς,","N- ----GSF-","ζωή"],
["2:7","ὅ","RR ----NSN-","ὅς"],
["2:7","ἐστιν","V- 3PAI-S--","εἰμί"],
["2:7","ἐν","P- --------","ἐν"],
["2:7","τῷ","RA ----DSM-","ὁ"],
["2:7","παραδείσῳ","N- ----DSM-","παράδεισος"],
["2:7","τοῦ","RA ----GSM-","ὁ"],
["2:7","⸀θεοῦ.","N- ----GSM-","θεός"],
["2:8","Καὶ","C- --------","καί"],
["2:8","τῷ","RA ----DSM-","ὁ"],
["2:8","ἀγγέλῳ","N- ----DSM-","ἄγγελος"],
["2:8","⸀τῆς","RA ----GSF-","ὁ"],
["2:8","ἐν","P- --------","ἐν"],
["2:8","Σμύρνῃ","N- ----DSF-","Σμύρνα"],
["2:8","ἐκκλησίας","N- ----GSF-","ἐκκλησία"],
["2:8","γράψον·","V- 2AAD-S--","γράφω"],
["2:8","Τάδε","RD ----APN-","ὅδε"],
["2:8","λέγει","V- 3PAI-S--","λέγω"],
["2:8","ὁ","RA ----NSM-","ὁ"],
["2:8","πρῶτος","A- ----NSM-","πρῶτος"],
["2:8","καὶ","C- --------","καί"],
["2:8","ὁ","RA ----NSM-","ὁ"],
["2:8","ἔσχατος,","A- ----NSM-","ἔσχατος"],
["2:8","ὃς","RR ----NSM-","ὅς"],
["2:8","ἐγένετο","V- 3AMI-S--","γίνομαι"],
["2:8","νεκρὸς","A- ----NSM-","νεκρός"],
["2:8","καὶ","C- --------","καί"],
["2:8","ἔζησεν·","V- 3AAI-S--","ζάω"],
["2:9","Οἶδά","V- 1XAI-S--","οἶδα"],
["2:9","⸀σου","RP ----GS--","σύ"],
["2:9","τὴν","RA ----ASF-","ὁ"],
["2:9","θλῖψιν","N- ----ASF-","θλῖψις"],
["2:9","καὶ","C- --------","καί"],
["2:9","τὴν","RA ----ASF-","ὁ"],
["2:9","πτωχείαν,","N- ----ASF-","πτωχεία"],
["2:9","ἀλλὰ","C- --------","ἀλλά"],
["2:9","πλούσιος","A- ----NSM-","πλούσιος"],
["2:9","εἶ,","V- 2PAI-S--","εἰμί"],
["2:9","καὶ","C- --------","καί"],
["2:9","τὴν","RA ----ASF-","ὁ"],
["2:9","βλασφημίαν","N- ----ASF-","βλασφημία"],
["2:9","ἐκ","P- --------","ἐκ"],
["2:9","τῶν","RA ----GPM-","ὁ"],
["2:9","λεγόντων","V- -PAPGPM-","λέγω"],
["2:9","Ἰουδαίους","A- ----APM-","Ἰουδαῖος"],
["2:9","εἶναι","V- -PAN----","εἰμί"],
["2:9","ἑαυτούς,","RP ----APM-","ἑαυτοῦ"],
["2:9","καὶ","C- --------","καί"],
["2:9","οὐκ","D- --------","οὐ"],
["2:9","εἰσίν,","V- 3PAI-P--","εἰμί"],
["2:9","ἀλλὰ","C- --------","ἀλλά"],
["2:9","συναγωγὴ","N- ----NSF-","συναγωγή"],
["2:9","τοῦ","RA ----GSM-","ὁ"],
["2:9","Σατανᾶ.","N- ----GSM-","Σατανᾶς"],
["2:10","⸀μηδὲν","A- ----ASN-","μηδείς"],
["2:10","φοβοῦ","V- 2PMD-S--","φοβέομαι"],
["2:10","ἃ","RR ----APN-","ὅς"],
["2:10","μέλλεις","V- 2PAI-S--","μέλλω"],
["2:10","⸀πάσχειν.","V- -PAN----","πάσχω"],
["2:10","⸀ἰδοὺ","X- --------","ἰδού"],
["2:10","μέλλει","V- 3PAI-S--","μέλλω"],
["2:10","⸀βάλλειν","V- -PAN----","βάλλω"],
["2:10","ὁ","RA ----NSM-","ὁ"],
["2:10","διάβολος","A- ----NSM-","διάβολος"],
["2:10","ἐξ","P- --------","ἐκ"],
["2:10","ὑμῶν","RP ----GP--","σύ"],
["2:10","εἰς","P- --------","εἰς"],
["2:10","φυλακὴν","N- ----ASF-","φυλακή"],
["2:10","ἵνα","C- --------","ἵνα"],
["2:10","πειρασθῆτε,","V- 2APS-P--","πειράζω"],
["2:10","καὶ","C- --------","καί"],
["2:10","⸀ἕξετε","V- 2FAI-P--","ἔχω"],
["2:10","θλῖψιν","N- ----ASF-","θλῖψις"],
["2:10","ἡμερῶν","N- ----GPF-","ἡμέρα"],
["2:10","δέκα.","A- ----GPF-","δέκα"],
["2:10","γίνου","V- 2PMD-S--","γίνομαι"],
["2:10","πιστὸς","A- ----NSM-","πιστός"],
["2:10","ἄχρι","P- --------","ἄχρι"],
["2:10","θανάτου,","N- ----GSM-","θάνατος"],
["2:10","καὶ","C- --------","καί"],
["2:10","δώσω","V- 1FAI-S--","δίδωμι"],
["2:10","σοι","RP ----DS--","σύ"],
["2:10","τὸν","RA ----ASM-","ὁ"],
["2:10","στέφανον","N- ----ASM-","στέφανος"],
["2:10","τῆς","RA ----GSF-","ὁ"],
["2:10","ζωῆς.","N- ----GSF-","ζωή"],
["2:11","ὁ","RA ----NSM-","ὁ"],
["2:11","ἔχων","V- -PAPNSM-","ἔχω"],
["2:11","οὖς","N- ----ASN-","οὖς"],
["2:11","ἀκουσάτω","V- 3AAD-S--","ἀκούω"],
["2:11","τί","RI ----ASN-","τίς"],
["2:11","τὸ","RA ----NSN-","ὁ"],
["2:11","πνεῦμα","N- ----NSN-","πνεῦμα"],
["2:11","λέγει","V- 3PAI-S--","λέγω"],
["2:11","ταῖς","RA ----DPF-","ὁ"],
["2:11","ἐκκλησίαις.","N- ----DPF-","ἐκκλησία"],
["2:11","ὁ","RA ----NSM-","ὁ"],
["2:11","νικῶν","V- -PAPNSM-","νικάω"],
["2:11","οὐ","D- --------","οὐ"],
["2:11","μὴ","D- --------","μή"],
["2:11","ἀδικηθῇ","V- 3APS-S--","ἀδικέω"],
["2:11","ἐκ","P- --------","ἐκ"],
["2:11","τοῦ","RA ----GSM-","ὁ"],
["2:11","θανάτου","N- ----GSM-","θάνατος"],
["2:11","τοῦ","RA ----GSM-","ὁ"],
["2:11","δευτέρου.","A- ----GSM-","δεύτερος"],
["2:12","Καὶ","C- --------","καί"],
["2:12","τῷ","RA ----DSM-","ὁ"],
["2:12","ἀγγέλῳ","N- ----DSM-","ἄγγελος"],
["2:12","τῆς","RA ----GSF-","ὁ"],
["2:12","ἐν","P- --------","ἐν"],
["2:12","Περγάμῳ","N- ----DSF-","Πέργαμος"],
["2:12","ἐκκλησίας","N- ----GSF-","ἐκκλησία"],
["2:12","γράψον·","V- 2AAD-S--","γράφω"],
["2:12","Τάδε","RD ----APN-","ὅδε"],
["2:12","λέγει","V- 3PAI-S--","λέγω"],
["2:12","ὁ","RA ----NSM-","ὁ"],
["2:12","ἔχων","V- -PAPNSM-","ἔχω"],
["2:12","τὴν","RA ----ASF-","ὁ"],
["2:12","ῥομφαίαν","N- ----ASF-","ῥομφαία"],
["2:12","τὴν","RA ----ASF-","ὁ"],
["2:12","δίστομον","A- ----ASF-","δίστομος"],
["2:12","τὴν","RA ----ASF-","ὁ"],
["2:12","ὀξεῖαν·","A- ----ASF-","ὀξύς"],
["2:13","⸀Οἶδα","V- 1XAI-S--","οἶδα"],
["2:13","ποῦ","D- --------","ποῦ"],
["2:13","κατοικεῖς,","V- 2PAI-S--","κατοικέω"],
["2:13","ὅπου","D- --------","ὅπου"],
["2:13","ὁ","RA ----NSM-","ὁ"],
["2:13","θρόνος","N- ----NSM-","θρόνος"],
["2:13","τοῦ","RA ----GSM-","ὁ"],
["2:13","Σατανᾶ,","N- ----GSM-","Σατανᾶς"],
["2:13","καὶ","C- --------","καί"],
["2:13","κρατεῖς","V- 2PAI-S--","κρατέω"],
["2:13","τὸ","RA ----ASN-","ὁ"],
["2:13","ὄνομά","N- ----ASN-","ὄνομα"],
["2:13","μου,","RP ----GS--","ἐγώ"],
["2:13","καὶ","C- --------","καί"],
["2:13","οὐκ","D- --------","οὐ"],
["2:13","ἠρνήσω","V- 2AMI-S--","ἀρνέομαι"],
["2:13","τὴν","RA ----ASF-","ὁ"],
["2:13","πίστιν","N- ----ASF-","πίστις"],
["2:13","μου","RP ----GS--","ἐγώ"],
["2:13","⸀καὶ","D- --------","καί"],
["2:13","ἐν","P- --------","ἐν"],
["2:13","ταῖς","RA ----DPF-","ὁ"],
["2:13","⸀ἡμέραις","N- ----DPF-","ἡμέρα"],
["2:13","Ἀντιπᾶς,","N- ----NSM-","Ἀντιπᾶς"],
["2:13","ὁ","RA ----NSM-","ὁ"],
["2:13","μάρτυς","N- ----NSM-","μάρτυς"],
["2:13","μου,","RP ----GS--","ἐγώ"],
["2:13","ὁ","RA ----NSM-","ὁ"],
["2:13","πιστός","A- ----NSM-","πιστός"],
["2:13","⸀μου,","RP ----GS--","ἐγώ"],
["2:13","ὃς","RR ----NSM-","ὅς"],
["2:13","ἀπεκτάνθη","V- 3API-S--","ἀποκτείνω"],
["2:13","παρ’","P- --------","παρά"],
["2:13","ὑμῖν,","RP ----DP--","σύ"],
["2:13","ὅπου","D- --------","ὅπου"],
["2:13","ὁ","RA ----NSM-","ὁ"],
["2:13","Σατανᾶς","N- ----NSM-","Σατανᾶς"],
["2:13","κατοικεῖ.","V- 3PAI-S--","κατοικέω"],
["2:14","ἀλλὰ","C- --------","ἀλλά"],
["2:14","ἔχω","V- 1PAI-S--","ἔχω"],
["2:14","κατὰ","P- --------","κατά"],
["2:14","σοῦ","RP ----GS--","σύ"],
["2:14","ὀλίγα,","A- ----APN-","ὀλίγος"],
["2:14","ὅτι","C- --------","ὅτι"],
["2:14","ἔχεις","V- 2PAI-S--","ἔχω"],
["2:14","ἐκεῖ","D- --------","ἐκεῖ"],
["2:14","κρατοῦντας","V- -PAPAPM-","κρατέω"],
["2:14","τὴν","RA ----ASF-","ὁ"],
["2:14","διδαχὴν","N- ----ASF-","διδαχή"],
["2:14","Βαλαάμ,","N- ----GSM-","Βαλαάμ"],
["2:14","ὃς","RR ----NSM-","ὅς"],
["2:14","⸂ἐδίδασκεν","V- 3IAI-S--","διδάσκω"],
["2:14","τῷ⸃","RA ----DSM-","ὁ"],
["2:14","Βαλὰκ","N- ----DSM-","Βαλάκ"],
["2:14","βαλεῖν","V- -AAN----","βάλλω"],
["2:14","σκάνδαλον","N- ----ASN-","σκάνδαλον"],
["2:14","ἐνώπιον","P- --------","ἐνώπιον"],
["2:14","τῶν","RA ----GPM-","ὁ"],
["2:14","υἱῶν","N- ----GPM-","υἱός"],
["2:14","Ἰσραήλ,","N- ----GSM-","Ἰσραήλ"],
["2:14","⸀φαγεῖν","V- -AAN----","ἐσθίω"],
["2:14","εἰδωλόθυτα","A- ----APN-","εἰδωλόθυτον"],
["2:14","καὶ","C- --------","καί"],
["2:14","πορνεῦσαι·","V- -AAN----","πορνεύω"],
["2:15","οὕτως","D- --------","οὕτω(ς)"],
["2:15","ἔχεις","V- 2PAI-S--","ἔχω"],
["2:15","καὶ","D- --------","καί"],
["2:15","σὺ","RP ----NS--","σύ"],
["2:15","κρατοῦντας","V- -PAPAPM-","κρατέω"],
["2:15","τὴν","RA ----ASF-","ὁ"],
["2:15","⸀διδαχὴν","N- ----ASF-","διδαχή"],
["2:15","Νικολαϊτῶν","N- ----GPM-","Νικολαΐτης"],
["2:15","ὁμοίως.","D- --------","ὁμοίως"],
["2:16","μετανόησον","V- 2AAD-S--","μετανοέω"],
["2:16","οὖν·","C- --------","οὖν"],
["2:16","εἰ","C- --------","εἰ"],
["2:16","δὲ","C- --------","δέ"],
["2:16","μή,","D- --------","μή"],
["2:16","ἔρχομαί","V- 1PMI-S--","ἔρχομαι"],
["2:16","σοι","RP ----DS--","σύ"],
["2:16","ταχύ,","D- --------","ταχύ"],
["2:16","καὶ","C- --------","καί"],
["2:16","πολεμήσω","V- 1FAI-S--","πολεμέω"],
["2:16","μετ’","P- --------","μετά"],
["2:16","αὐτῶν","RP ----GPM-","αὐτός"],
["2:16","ἐν","P- --------","ἐν"],
["2:16","τῇ","RA ----DSF-","ὁ"],
["2:16","ῥομφαίᾳ","N- ----DSF-","ῥομφαία"],
["2:16","τοῦ","RA ----GSN-","ὁ"],
["2:16","στόματός","N- ----GSN-","στόμα"],
["2:16","μου.","RP ----GS--","ἐγώ"],
["2:17","ὁ","RA ----NSM-","ὁ"],
["2:17","ἔχων","V- -PAPNSM-","ἔχω"],
["2:17","οὖς","N- ----ASN-","οὖς"],
["2:17","ἀκουσάτω","V- 3AAD-S--","ἀκούω"],
["2:17","τί","RI ----ASN-","τίς"],
["2:17","τὸ","RA ----NSN-","ὁ"],
["2:17","πνεῦμα","N- ----NSN-","πνεῦμα"],
["2:17","λέγει","V- 3PAI-S--","λέγω"],
["2:17","ταῖς","RA ----DPF-","ὁ"],
["2:17","ἐκκλησίαις.","N- ----DPF-","ἐκκλησία"],
["2:17","τῷ","RA ----DSM-","ὁ"],
["2:17","νικῶντι","V- -PAPDSM-","νικάω"],
["2:17","δώσω","V- 1FAI-S--","δίδωμι"],
["2:17","⸀αὐτῷ","RP ----DSM-","αὐτός"],
["2:17","τοῦ","RA ----GSN-","ὁ"],
["2:17","μάννα","N- ----GSN-","μάννα"],
["2:17","τοῦ","RA ----GSN-","ὁ"],
["2:17","κεκρυμμένου,","V- -XPPGSN-","κρύπτω"],
["2:17","καὶ","C- --------","καί"],
["2:17","δώσω","V- 1FAI-S--","δίδωμι"],
["2:17","αὐτῷ","RP ----DSM-","αὐτός"],
["2:17","ψῆφον","N- ----ASF-","ψῆφος"],
["2:17","λευκήν,","A- ----ASF-","λευκός"],
["2:17","καὶ","C- --------","καί"],
["2:17","ἐπὶ","P- --------","ἐπί"],
["2:17","τὴν","RA ----ASF-","ὁ"],
["2:17","ψῆφον","N- ----ASF-","ψῆφος"],
["2:17","ὄνομα","N- ----ASN-","ὄνομα"],
["2:17","καινὸν","A- ----ASN-","καινός"],
["2:17","γεγραμμένον","V- -XPPASN-","γράφω"],
["2:17","ὃ","RR ----ASN-","ὅς"],
["2:17","οὐδεὶς","A- ----NSM-","οὐδείς"],
["2:17","οἶδεν","V- 3XAI-S--","οἶδα"],
["2:17","εἰ","C- --------","εἰ"],
["2:17","μὴ","D- --------","μή"],
["2:17","ὁ","RA ----NSM-","ὁ"],
["2:17","λαμβάνων.","V- -PAPNSM-","λαμβάνω"],
["2:18","Καὶ","C- --------","καί"],
["2:18","τῷ","RA ----DSM-","ὁ"],
["2:18","ἀγγέλῳ","N- ----DSM-","ἄγγελος"],
["2:18","⸀τῆς","RA ----GSF-","ὁ"],
["2:18","ἐν","P- --------","ἐν"],
["2:18","Θυατείροις","N- ----DPN-","Θυάτειρα"],
["2:18","ἐκκλησίας","N- ----GSF-","ἐκκλησία"],
["2:18","γράψον·","V- 2AAD-S--","γράφω"],
["2:18","Τάδε","RD ----APN-","ὅδε"],
["2:18","λέγει","V- 3PAI-S--","λέγω"],
["2:18","ὁ","RA ----NSM-","ὁ"],
["2:18","υἱὸς","N- ----NSM-","υἱός"],
["2:18","τοῦ","RA ----GSM-","ὁ"],
["2:18","θεοῦ,","N- ----GSM-","θεός"],
["2:18","ὁ","RA ----NSM-","ὁ"],
["2:18","ἔχων","V- -PAPNSM-","ἔχω"],
["2:18","τοὺς","RA ----APM-","ὁ"],
["2:18","ὀφθαλμοὺς","N- ----APM-","ὀφθαλμός"],
["2:18","αὐτοῦ","RP ----GSM-","αὐτός"],
["2:18","ὡς","C- --------","ὡς"],
["2:18","φλόγα","N- ----ASF-","φλόξ"],
["2:18","πυρός,","N- ----GSN-","πῦρ"],
["2:18","καὶ","C- --------","καί"],
["2:18","οἱ","RA ----NPM-","ὁ"],
["2:18","πόδες","N- ----NPM-","πούς"],
["2:18","αὐτοῦ","RP ----GSM-","αὐτός"],
["2:18","ὅμοιοι","A- ----NPM-","ὅμοιος"],
["2:18","χαλκολιβάνῳ·","N- ----DSN-","χαλκολίβανον"],
["2:19","Οἶδά","V- 1XAI-S--","οἶδα"],
["2:19","σου","RP ----GS--","σύ"],
["2:19","τὰ","RA ----APN-","ὁ"],
["2:19","ἔργα,","N- ----APN-","ἔργον"],
["2:19","καὶ","C- --------","καί"],
["2:19","τὴν","RA ----ASF-","ὁ"],
["2:19","⸂ἀγάπην","N- ----ASF-","ἀγάπη"],
["2:19","καὶ","C- --------","καί"],
["2:19","τὴν","RA ----ASF-","ὁ"],
["2:19","πίστιν⸃","N- ----ASF-","πίστις"],
["2:19","καὶ","C- --------","καί"],
["2:19","τὴν","RA ----ASF-","ὁ"],
["2:19","διακονίαν","N- ----ASF-","διακονία"],
["2:19","καὶ","C- --------","καί"],
["2:19","τὴν","RA ----ASF-","ὁ"],
["2:19","ὑπομονήν","N- ----ASF-","ὑπομονή"],
["2:19","σου,","RP ----GS--","σύ"],
["2:19","καὶ","C- --------","καί"],
["2:19","τὰ","RA ----APN-","ὁ"],
["2:19","ἔργα","N- ----APN-","ἔργον"],
["2:19","σου","RP ----GS--","σύ"],
["2:19","τὰ","RA ----APN-","ὁ"],
["2:19","ἔσχατα","A- ----APN-","ἔσχατος"],
["2:19","πλείονα","A- ----APNC","πολύς"],
["2:19","τῶν","RA ----GPN-","ὁ"],
["2:19","πρώτων.","A- ----GPN-","πρῶτος"],
["2:20","ἀλλὰ","C- --------","ἀλλά"],
["2:20","ἔχω","V- 1PAI-S--","ἔχω"],
["2:20","κατὰ","P- --------","κατά"],
["2:20","σοῦ","RP ----GS--","σύ"],
["2:20","ὅτι","C- --------","ὅτι"],
["2:20","ἀφεῖς","V- 2PAI-S--","ἀφίημι"],
["2:20","τὴν","RA ----ASF-","ὁ"],
["2:20","⸀γυναῖκα","N- ----ASF-","γυνή"],
["2:20","Ἰεζάβελ,","N- ----ASF-","Ἰεζάβελ"],
["2:20","ἡ","RA ----NSF-","ὁ"],
["2:20","⸀λέγουσα","V- -PAPNSF-","λέγω"],
["2:20","ἑαυτὴν","RP ----ASF-","ἑαυτοῦ"],
["2:20","προφῆτιν,","N- ----ASF-","προφῆτις"],
["2:20","καὶ","C- --------","καί"],
["2:20","διδάσκει","V- 3PAI-S--","διδάσκω"],
["2:20","καὶ","C- --------","καί"],
["2:20","πλανᾷ","V- 3PAI-S--","πλανάω"],
